Time,Tilt_angle
92.80298352241516,12.945133614778683
92.97927570343018,6.029278540339195
93.15970087051392,-4.330882531073627
93.33884811401367,-8.436972143836021
93.52600646018982,-14.412427750916484
93.70495939254761,-2.3977613832237585
93.88505935668945,-1.545575101790294
94.0743408203125,-6.792200264351109
94.2546215057373,-31.971361346826747
94.43018388748169,-34.87195471038013
94.60497903823853,-37.43043380802143
94.77920627593994,-16.849741062931034
94.95622086524963,-9.812366049944869
95.13166737556458,-22.429680494408423
95.30758213996887,5.028552120863663
95.48474335670471,7.068723801438073
95.66190552711487,-2.1107190023176816
95.84756731987,4.187202955761383
96.02344965934753,-6.51933187147696
96.1962058544159,-8.090635304213261
96.36794638633728,0.3360887065952201
96.53950905799866,-2.1715369396674213
96.72049975395203,12.695531186960748
96.8948745727539,4.152948048237446
97.07606172561646,18.975775052709036
97.25164675712585,0.05937384352744927
97.42605352401733,11.25134469987859
97.60226273536682,19.150257299321616
97.77689814567566,9.891783265977464
97.9557135105133,8.474870591248512
98.13186287879944,-0.5534929233830624
98.30668115615845,5.465005500591842
98.48528218269348,6.520218654412619
98.66681170463562,-3.4711712254797766
98.85072684288025,7.725396212432553
99.02939867973328,3.8425807621623704
99.20759320259094,0.2975604486855213
99.38208937644958,-0.9508173736199661
99.55607008934021,5.069875852936392
99.73297071456909,-16.690724415541464
99.91513967514038,2.893836448005657
100.0996994972229,0.294621798794985
100.27516436576843,-3.068908799715385
100.45341277122498,3.9457585115393234
100.62859869003296,18.4030950849131
100.80651688575745,-1.7687556784113965
100.98284459114075,6.497137103786127
101.15682482719421,-17.143135012786303
101.35841751098633,14.360408105397022
101.53234529495239,-4.666571919754343
101.71065926551819,2.92055438630407
101.88885235786438,2.7058245105929353
102.07349681854248,3.592117520651352
102.25389766693115,-20.06906987502019
102.42950415611267,3.2949505076269587
102.61357998847961,-16.8977259794227
102.78710508346558,15.674289316315521
102.96021580696106,-1.89690754745265
103.1353497505188,6.245196067160847
103.31197237968445,-3.4972497485822394
103.50528836250305,26.032887686731414
103.67998909950256,7.4262060028718375
103.85970950126648,-1.007829077994444
104.0467472076416,9.538838962100343
104.22275638580322,6.951830641035526
104.4022867679596,-42.85186709179625
104.57697558403015,-23.03829180019749
104.75230503082275,-7.174860424638416
104.93003153800964,37.28409527132367
105.12620449066162,11.373242701859336
105.30214786529541,-8.785834494146576
105.47652316093445,-15.637037465867818
105.65210247039795,3.49910091750522
105.83206391334534,-2.201998099141977
106.01353454589844,21.171374298278028
