Time,Error,Speed
92.89223599433899,-12.945133614778683,-15.53416033773442
93.06943225860596,-6.029278540339195,-7.235134248407034
93.24932909011841,4.330882531073627,5.197059037288352
93.43890643119812,8.436972143836021,10.124366572603225
93.61680459976196,14.412427750916484,17.29491330109978
93.79602289199829,2.3977613832237585,2.87731365986851
93.97657608985901,1.545575101790294,1.8546901221483525
94.16502833366394,6.792200264351109,8.150640317221331
94.34424829483032,31.971361346826747,38.36563361619209
94.51893830299377,34.87195471038013,41.84634565245616
94.69376468658447,37.43043380802143,44.91652056962571
94.8688714504242,16.849741062931034,20.21968927551724
95.04490303993225,9.812366049944869,11.774839259933842
95.22210764884949,22.429680494408423,26.915616593290107
95.39680671691895,-5.028552120863663,-6.034262545036396
95.57406330108643,-7.068723801438073,-8.482468561725687
95.75210213661194,2.1107190023176816,2.5328628027812177
95.93473410606384,-4.187202955761383,-5.024643546913659
96.11065173149109,6.51933187147696,7.8231982457723515
96.28350901603699,8.090635304213261,9.708762365055913
96.45540738105774,0.0,0.0
96.62733316421509,2.1715369396674213,2.6058443276009053
96.80987691879272,-12.695531186960748,-15.234637424352897
96.98533272743225,-4.152948048237446,-4.983537657884935
97.16565728187561,-18.975775052709036,-22.77093006325084
97.34092807769775,0.0,0.0
97.51545238494873,-11.25134469987859,-13.501613639854307
97.69122266769409,-19.150257299321616,-22.980308759185938
97.86971282958984,-9.891783265977464,-11.870139919172956
98.04443836212158,-8.474870591248512,-10.169844709498214
98.22095966339111,0.0,0.0
98.3962128162384,-5.465005500591842,-6.55800660071021
98.57770156860352,-6.520218654412619,-7.8242623852951425
98.75899004936218,3.4711712254797766,4.165405470575732
98.941162109375,-7.725396212432553,-9.270475454919064
99.12192916870117,-3.8425807621623704,-4.611096914594844
99.29696369171143,0.0,0.0
99.47117614746094,0.0,0.0
99.64513182640076,-5.069875852936392,-6.08385102352367
99.82701373100281,16.690724415541464,20.028869298649756
100.00781416893005,-2.893836448005657,-3.472603737606788
100.1896071434021,0.0,0.0
100.36506271362305,3.068908799715385,3.682690559658462
100.54316782951355,-3.9457585115393234,-4.734910213847188
100.72004652023315,-18.4030950849131,-22.08371410189572
100.89455127716064,1.7687556784113965,2.1225068140936756
101.07121539115906,-6.497137103786127,-7.796564524543352
101.27333807945251,17.143135012786303,20.571762015343563
101.44598388671875,-14.360408105397022,-17.232489726476427
101.61998796463013,4.666571919754343,5.599886303705212
101.79813528060913,-2.92055438630407,-3.5046652635648843
101.97876191139221,-2.7058245105929353,-3.2469894127115224
102.16429305076599,-3.592117520651352,-4.310541024781622
102.34414434432983,20.06906987502019,24.082883850024228
102.51904439926147,-3.2949505076269587,-3.95394060915235
102.70140886306763,16.8977259794227,20.277271175307238
102.87511944770813,-15.674289316315521,-18.809147179578623
103.04863357543945,1.89690754745265,2.2762890569431797
103.22415065765381,-6.245196067160847,-7.494235280593015
103.4040777683258,3.4972497485822394,4.196699698298687
103.59320640563965,-26.032887686731414,-31.239465224077694
103.77021598815918,-7.4262060028718375,-8.911447203446205
103.94881987571716,1.007829077994444,1.209394893593333
104.13727450370789,-9.538838962100343,-11.446606754520412
104.3147087097168,-6.951830641035526,-8.342196769242632
104.4917163848877,42.85186709179625,51.4222405101555
104.66553616523743,23.03829180019749,27.64595016023699
104.84130883216858,7.174860424638416,8.609832509566099
105.04067182540894,-37.28409527132367,-44.740914325588406
105.21513104438782,-11.373242701859336,-13.647891242231204
105.3902792930603,8.785834494146576,10.54300139297589
105.56547975540161,15.637037465867818,18.76444495904138
105.7413158416748,-3.49910091750522,-4.198921101006264
105.9208631515503,2.201998099141977,2.6423977189703725
106.10133910179138,-21.171374298278028,-25.405649157933635
106.27730369567871,2.6289261406456617,3.154711368774794
106.47822499275208,12.297447589081074,14.756937106897288
106.66638016700745,-18.705321800057437,-22.446386160068922
106.84374713897705,-20.824087466086244,-24.988904959303493
107.02015352249146,-27.00547906739862,-32.406574880878345
107.19663143157959,0.0,0.0
107.37475395202637,-8.40728014894155,-10.08873617872986
107.55298662185669,-58.615997420620026,-70.33919690474403
107.7260012626648,16.702376777087363,20.042852132504834
107.8990204334259,-5.796244101954592,-6.955492922345511
108.07425594329834,16.28927737964094,19.547132855569128
108.24786353111267,2.9786927646044887,3.5744313175253866
108.42495393753052,9.246894001931159,11.09627280231739
108.59852504730225,21.66295283972467,25.995543407669604
108.78680920600891,13.307848543843669,15.969418252612401
108.9612762928009,1.8573974289275317,2.228876914713038
109.13686394691467,1.2425945818507815,1.4911134982209377
109.31123065948486,6.946591145646584,8.3359093747759
109.48778891563416,-17.775094854784896,-21.330113825741876
109.66259598731995,5.877865521636073,7.053438625963287
109.8363790512085,-7.926303679008812,-9.511564414810573
110.00974917411804,-12.95276451337552,-15.543317416050623
110.1868143081665,4.086775839297703,4.904131007157243
110.36653971672058,26.36330630833111,31.635967569997334
110.54053950309753,3.7571710772748528,4.508605292729823
110.71574306488037,29.79065121748985,35.748781460987814
110.89175605773926,10.50399354277599,12.604792251331189
111.06821393966675,-4.169389478361031,-5.0032673740332365
111.2464029788971,-8.597555783057818,-10.317066939669381
111.42029309272766,-25.578651059949124,-30.694381271938948
111.59287357330322,12.037672529283647,14.445207035140376
111.76849603652954,0.0,0.0
111.94578146934509,4.8986431632211165,5.878371795865339
112.1240165233612,0.0,0.0
112.2976598739624,4.165359550955575,4.99843146114669
112.47669267654419,24.563825825852145,29.476590991022572
112.65257668495178,4.240242520549263,5.088291024659115
112.83238577842712,22.128172027140568,26.55380643256868
113.00949549674988,2.1710339689496894,2.6052407627396272
113.19308829307556,0.0,0.0
113.36732578277588,2.688491004473123,3.226189205367748
113.55042695999146,9.614140355698328,11.536968426837994
113.7278847694397,8.368137984685346,10.041765581622414
113.90532279014587,27.248158804355093,32.69779056522611
114.08537983894348,-13.003019164566798,-15.603622997480157
114.2688512802124,10.682858062031698,12.819429674438037
114.46464228630066,10.775043285431567,12.93005194251788
114.64887046813965,-9.48966319636506,-11.387595835638072
114.82588410377502,15.32710703971203,18.392528447654435
115.00291728973389,8.916182569293005,10.699419083151605
115.18235754966736,-5.492665408661754,-6.591198490394104
115.3623354434967,4.80020827316885,5.76024992780262
115.54446315765381,3.059359776972637,3.6712317323671644
115.72529983520508,-4.30414653249963,-5.164975838999556
115.90570664405823,-6.397484323405559,-7.67698118808667
116.08060765266418,24.461577924223242,29.353893509067888
116.25531148910522,-10.308360038364441,-12.370032046037329
116.42879867553711,13.336354270727712,16.003625124873253
116.6036925315857,-13.226262226920658,-15.871514672304789
116.77824139595032,12.580293844197833,15.096352613037398
116.95946645736694,-4.610127936034837,-5.532153523241804
117.14279770851135,10.011419440009206,12.013703328011047
117.32009625434875,22.13482599395285,26.56179119274342
117.53969979286194,1.1044459996956888,1.3253351996348266
117.72509956359863,0.0,0.0
117.90375018119812,6.698464837113058,8.03815780453567
118.0827305316925,-16.062010026737802,-19.274412032085362
118.26019620895386,4.812258140774704,5.774709768929644
118.43861269950867,-2.55238108671444,-3.062857304057328
118.61102056503296,-17.11293565149098,-20.535522781789172
118.7890396118164,-9.04090341563952,-10.849084098767422
118.96432375907898,-23.930206201310796,-28.716247441572953
119.13960027694702,4.211437969487597,5.053725563385116
119.31837463378906,23.055060425124722,27.666072510149665
119.49156284332275,14.857711626130728,17.829253951356872
119.66933536529541,-8.69704404978382,-10.436452859740584
119.84604382514954,-31.26570777887214,-37.51884933464657
120.02278137207031,14.92598501133581,17.91118201360297
120.19915390014648,-3.4648505716045714,-4.157820685925485
120.3792371749878,20.889497428919146,25.067396914702975
120.55837273597717,1.3714311532753827,1.645717383930459
120.75507521629333,0.0,0.0
120.93359136581421,4.532456208928096,5.438947450713715
121.11015105247498,10.509705955383147,12.611647146459775
121.28782057762146,-9.810876837665367,-11.77305220519844
121.46499061584473,0.0,0.0
121.64080882072449,0.0,0.0
121.81571912765503,1.812849221940223,2.1754190663282675
121.99791359901428,1.5640541357469888,1.8768649628963865
122.1859769821167,0.0,0.0
122.36392140388489,1.0576480892474176,1.269177707096901
122.55016374588013,0.0,0.0
122.7274763584137,0.0,0.0
122.9015576839447,1.6609697561135666,1.9931637073362798
123.08391451835632,0.0,0.0
123.2600212097168,2.6144295965954436,3.137315515914532
123.44556140899658,8.256436118406285,9.907723342087541
123.62290239334106,57.03160461642165,68.43792553970599
123.79977631568909,-13.518610543038287,-16.222332651645942
123.98385548591614,19.025606037568686,22.83072724508242
124.16507196426392,3.419416809791735,4.103300171750082
124.35337901115417,-16.585545570446392,-19.90265468453567
124.5334849357605,6.053968743211988,7.264762491854386
124.71847009658813,-5.994840586368208,-7.193808703641849
124.90277338027954,-3.42960518065401,-4.1155262167848115
125.08837985992432,23.734755216554085,28.4817062598649
125.26836514472961,8.798515412801663,10.558218495361995
125.44764041900635,44.07994921373801,52.89593905648561
125.62749528884888,-14.13412910079026,-16.96095492094831
125.80661058425903,1.0496890851266905,1.2596269021520285
126.02672147750854,4.24554336913437,5.094652042961243
126.23558926582336,11.94967321575302,14.339607858903623
126.43852376937866,-8.747271914712817,-10.49672629765538
126.61138892173767,-9.576112344183871,-11.491334813020645
126.78439331054688,-16.976792849091517,-20.37215141890982
126.96340847015381,8.287941567857866,9.945529881429438
127.14634728431702,45.09002329038891,54.10802794846669
127.32449722290039,23.7424785730255,28.4909742876306
127.53108835220337,8.63106905125724,10.357282861508688
127.71030354499817,50.68009232616038,60.81611079139245
127.88780760765076,-12.18902409750695,-14.62682891700834
128.06573843955994,13.14200110867215,15.77040133040658
128.24227690696716,11.832353554701415,14.198824265641697
128.41481256484985,-21.013753871419603,-25.216504645703523
