Time,Acc_x,Acc_y,Acc_z
92.80298352241516,2.001552587890625,-0.6464344482421874,8.70771143798828
92.97927570343018,0.967257470703125,-0.7326257080078125,9.157821350097656
93.15970087051392,-0.6560112548828124,-1.3144167114257812,8.662221606445312
93.33884811401367,-1.4006079711914061,-0.8068459594726562,9.442731347656249
93.52600646018982,-2.3774422485351563,-0.27293898925781246,9.251195214843749
93.70495939254761,-0.36391865234375,-0.4572925170898437,8.690952026367187
93.88505935668945,-0.23223756103515625,-0.086191259765625,8.607154968261717
94.0743408203125,-1.0702081420898437,-0.7038952880859375,8.985438830566405
94.2546215057373,-5.204994409179688,-1.3000515014648437,8.339004382324218
94.43018388748169,-5.779602807617187,-0.612915625,8.29351455078125
94.60497903823853,-6.9910688476562495,-1.9800047729492187,9.133879333496093
94.77920627593994,-2.530671154785156,-0.0909796630859375,8.355763793945313
94.95622086524963,-1.4053963745117186,0.612915625,8.125920434570313
95.13166737556458,-3.21780703125,0.16041151123046873,7.79552060546875
95.30758213996887,0.7350199096679687,-0.38786066894531246,8.353369592285155
95.48474335670471,1.0414777221679687,-0.4860229370117187,8.398859423828124
95.66190552711487,-0.34237083740234375,-0.5530605834960938,9.289502441406249
95.84756731987,0.6392518432617187,-0.3280056274414062,8.731653454589843
96.02344965934753,-0.9409212524414062,-0.41419688720703124,8.233659509277343
96.1962058544159,-1.3144167114257812,-0.6153098266601562,9.246406811523437
96.36794638633728,0.05027823486328125,-0.737414111328125,8.571241943359375
96.53950905799866,-0.3280056274414062,-0.565031591796875,8.650250598144531
96.72049975395203,1.9416975463867185,-0.3136404174804687,8.619125976562499
96.8948745727539,0.6727706665039062,-0.6703764648437499,9.265560424804686
97.07606172561646,2.9472622436523435,-0.26815058593749996,8.571241943359375
97.25164675712585,0.009576806640625,-0.0430956298828125,9.241618408203124
97.42605352401733,1.7022773803710936,-0.3399766357421875,8.556876733398436
97.60226273536682,3.342305517578125,-0.8714894042968749,9.624690673828125
97.77689814567566,1.5155296508789062,-1.2018892333984375,8.690952026367187
97.9557135105133,1.484405029296875,-0.4644751220703125,9.962273107910155
98.13186287879944,-0.08858546142578125,-1.3287819213867187,9.169792358398437
98.30668115615845,0.7781155395507812,-1.0726023437499999,8.13310303955078
98.48528218269348,1.0606313354492187,-0.29927520751953124,9.279925634765624
98.66681170463562,-0.5123591552734374,-1.139639990234375,8.44674345703125
98.85072684288025,1.1276689819335937,-0.9361328491210937,8.312668164062499
99.02939867973328,0.5363011718749999,-0.6919242797851562,7.9846625366210935
99.20759320259094,0.047884033203124995,-0.9193734375,9.220070593261719
99.38208937644958,-0.15083470458984374,-1.0462661254882812,9.088389501953124
99.55607008934021,0.8547299926757812,-1.7980454467773437,9.634267480468749
99.73297071456909,-3.1004911499023438,-1.1420341918945311,10.340556970214843
99.91513967514038,0.51714755859375,-0.8116343627929687,10.230423693847655
100.0996994972229,0.040701428222656245,0.23702596435546874,7.915230688476562
100.27516436576843,-0.37828386230468747,1.2808978881835937,7.055712292480468
100.45341277122498,0.5674257934570313,0.5051765502929687,8.226476904296874
100.62859869003296,3.009511486816406,-0.7565677246093749,9.045293872070312
100.80651688575745,-0.22505495605468748,0.28969840087890625,7.287949853515625
100.98284459114075,0.9720458740234375,-0.8499415893554687,8.535328918457031
101.15682482719421,-2.722207287597656,-1.4628572143554686,8.825027319335938
101.35841751098633,2.214636535644531,-0.8667010009765624,8.650250598144531
101.53234529495239,-0.7924807495117187,0.4477157104492187,9.708487731933593
